S.No,Type (QP-NOS /NOS/Expository),Sector,Name of the QP,QPRef.ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory (hours) for Compulsory NOSs,Practical (hours) for Compulsory NOSs,Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),GRAND TOTAL Minimum hours duration for QP,Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM,Job Roles in PMKVY CSSM (FY 2018-20),89 Curriculum/Content,CSSM MES,Available on SMART Portal,QRC Approval Date,MC Approval/Upload Date,NSQC Approval Status,DLI Status,QP Uploaded on NSDC Website,NAPS Paired & Embedded QPs,QP Retirement Planned (Yes/Tentative),Retirement Announcement Date,Retirement Not Before Date,Remarks,
100,QP-NOS,Agriculture,Coffee Plantation Worker,AGR/Q0501,2,,,,8,,8,1,"5th Class ,Preferably",65,135,200,,,,,,Yes,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
101,QP-NOS,Agriculture,Cold Storage Manager,AGR/Q7506,7,,,,6,,6,1,Graduation,70,130,200,,,,,,Yes,,,,,,,,,,No,,,23rd Meeting (Conditional Approval),,National Occupational Standards ,,,,,,
102,QP-NOS,Agriculture,Cold Storage Supervisor,AGR/Q7505,5,,,,4,,4,1,12th Class,70,130,200,,,,,,Yes,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
103,QP-NOS,Agriculture,Coldstore Keeper,AGR/Q7507,5,,,,5,,5,1,12th Class,65,135,200,,,,,,Yes,,,,,,,,,,No,,,23rd Meeting,,National Occupational Standards,,,,,,
104,QP-NOS,Agriculture,Watershed Community Mobilizer,AGR/Q6601,5,,,,3,,3,1,Graduation in any discipline (preferably social science),80,120,200,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,Name changed - Watershed Community Mobilizer as per 22nd NSQC,
105,QP-NOS,Agriculture,Community Service Provider,AGR/Q7802,4,,,,6,,6,1,"5th Class Pass ,Preferably",52,148,200,,,,,,Yes,,,,,,Addl Ready,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
106,QP-NOS,Agriculture,Cotton Cultivator,AGR/Q0202,4,,,,10,,10,1,"5th Class ,Preferably",70,130,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
107,QP-NOS,Agriculture,Dairy Farm Supervisor,AGR/Q4103,5,,,,5,,5,1,"12th Class, Preferably",80,120,200,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
108,QP-NOS,Agriculture,Dairy Farmer/Entrepreneur,AGR/Q4101,4,,,,8,,8,1,"5th Class Pass ,Preferably",80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,6th Meeting,WB2017-18 ,Trans National Standard - Under Public View,,,,,,
109,QP-NOS,Agriculture,Dairy Worker,AGR/Q4102,2,,,,8,,8,1,"5th Class Pass ,Preferably",,,,,,,,,,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
110,QP-NOS,Agriculture,Layer Farm Worker,AGR/Q4307,3,,,,5,,5,1,"8th Class, Preferably",80,120,200,,,,,,Yes,Yes,,,*May be added from 1-Apr-2018; 9th SC,Yes,,Yes,,,No,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
111,QP-NOS,Agriculture,Farm Workshop Foreman/Supervisor,AGR/Q1109,5,,,,4,,4,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,17th Meeting,,National Occupational Standards,,,,,,
112,QP-NOS,Agriculture,Farm Workshop/Service Manager,AGR/Q1110,6,,,,3,,3,1,B.Tech/ B.E / Graduate in Business Administration ,,,,,,,,,,,,,,,,,,,No,,,17th Meeting,,National Occupational Standards,,,,,,
113,QP-NOS,Agriculture,Feed Technician,AGR/Q5109,4,,,,3,,3,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,Yes,,,21st Meeting,,National Occupational Standards,,,,,,
114,QP-NOS,Agriculture,Fish Seed Grower,AGR/Q4908,5,,,,3,,3,1,"10th Class ,Preferably",65,145,210,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
115,QP-NOS,Agriculture,Fisheries Extension Associate,AGR/Q5107,3,,,,2,,2,1,"5th Class, Preferably",56,144,200,,,,,,Yes,Yes,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
116,QP-NOS,Agriculture,Fishing boat deckhand,AGR/Q5101,4,,,,3,,3,1,"5th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
117,QP-NOS,Agriculture,Fishing Boat Driver ( Small Mechanized vessels< 20 OAL),AGR/Q5002,4,,,,3,,3,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
118,QP-NOS,Agriculture,Fishing boat maintenance worker,AGR/Q5102,3,,,,3,,3,1,"5th Class, Preferably",50,160,210,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
119,QP-NOS,Agriculture,Fishing boat mechanic,AGR/Q5103,4,,,,3,,3,1,"8th Class, Preferably",60,180,240,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
120,QP-NOS,Agriculture,Floriculturist - Open cultivation,AGR/Q0701,4,,,,4,,4,1,"5th Class Pass ,Preferably",80,120,200,,,,,,Yes,Yes,,,*May be added from 1-Apr-2018; 9th SC,Yes,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
121,QP-NOS,Agriculture,Floriculturist - Protected cultivation,AGR/Q0702,4,,,,4,,4,1,"5th Class Pass ,Preferably",85,115,200,,,,,,Yes,Yes,,,*May be added from 1-Apr-2018; 9th SC,Yes,Addl Ready,Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
122,QP-NOS,Agriculture,Florist,AGR/Q0703,4,,,,8,,8,1,"12th Class, Preferably with specialization in biology",80,120,200,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
123,QP-NOS,Agriculture,Flower Handler — Packaging & Palletising,AGR/Q0704,4,,,,4,,4,1,"5th Class ,Preferably",50,150,200,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
124,QP-NOS,Agriculture,Forest Nursery Raiser,AGR/Q6103,4,,,,6,,6,1,"5th Class, Preferably Primary Education",60,140,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
125,QP-NOS,Agriculture,Freshwater Aquaculture farmer ,AGR/Q4905,4,,,,4,,4,1,"8th Class, Preferably",95,105,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,21st Meeting,,National Occupational Standards,,,,,,
126,QP-NOS,Agriculture,Friends of Coconut Tree,AGR/Q0504,3,,,,6,,6,1,"5th Class Pass ,Preferably",65,135,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
127,QP-NOS,Agriculture,Gardener,AGR/Q0801,4,,,,4,,4,1,"5th Class Pass ,Preferably",130,170,300,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,Embedded QP,,,,,
128,QP-NOS,Agriculture,Greenhouse Fitter,AGR/Q1001,4,,,,4,,4,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,,
129,QP-NOS,Agriculture,Greenhouse Operator,AGR/Q1003,3,,,,2,,2,1,"5th Class Pass ,Preferably",90,110,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,"19th Meeting, 22nd Meeting",WB2017-18,National Occupational Standards,,,,,,
130,QP-NOS,Agriculture,Harvesting Machine Operator,AGR/Q1102,4,,,,5,,5,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
131,QP-NOS,Agriculture,Hatchery Incharge - Poultry,AGR/Q4401,5,,,,7,,7,1,No formal education,75,125,200,,,,,,Yes,Yes,,,,,,Yes,,,Yes,,,6th Meeting,,National Occupational Standards,,,,,,
132,QP-NOS,Agriculture,Hatchery Production Worker,AGR/Q4901,3,,,,5,,5,1,No formal education,70,130,200,,,,,,Yes,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
133,QP-NOS,Agriculture,Hatchery Manager,AGR/Q4912,6,,,,5,,5,1,Bachelor’s degree in Fisheries/Aquaculture/Marine Biology or Zoology,80,120,200,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
134,QP-NOS,Agriculture,Inland capture fisherman cum primary processor,AGR/Q5003,4,Option,O:1,O1: Prepare & sell primary fish products,4,1,5,1,"8th Class, Preferably",66,134,200,12,28,200,,,Yes,Yes,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
135,QP-NOS,Agriculture,Crab farmer,AGR/Q4907,4,,,,4,,4,1,"8th Class, Preferably",68,132,200,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
136,QP-NOS,Agriculture,Maize Cultivator,AGR/Q0103,4,,,,10,,10,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,,,,,,,,,AGR102,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
137,QP-NOS,Agriculture,Mango grower,AGR/Q0302,4,,,,10,,10,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
138,QP-NOS,Agriculture,Mariculture operator,AGR/Q4909,4,,,,4,,4,1,"8th Class, Preferably",50,190,240,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
139,QP-NOS,Agriculture,Marine Capture Fisherman cum Primary Processor,AGR/Q5001,4,Option,O:2,"O1: Primary products preparation, O2:  Sashimi products preparation ",4,2,6,1,No formal education,60,90,150,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
140,QP-NOS,Agriculture,Medicinal Plants Grower,AGR/Q0901,4,,,,5,,5,1,Primary Education (5th Pass Preferably),70,130,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
141,QP-NOS,Agriculture,Micro irrigation Technician,AGR/Q1002,4,,,,4,,4,1,8th Class Pass preferable,80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
142,QP-NOS,Agriculture,Village Level Milk Collection Center Incharge,AGR/Q4202,4,,,,6,,6,1,"10th Class, Preferably/ Diploma in dairy management",65,135,200,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
143,QP-NOS,Agriculture,Milk Route Supervisor,AGR/Q4201,5,,,,5,,5,1,"12th Class, Preferably/Certificate in logistics management",80,120,200,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
144,QP-NOS,Agriculture,Milk Tester,AGR/Q4203,4,,,,5,,5,1,8th Class,35,90,125,,,,,,Yes,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
145,QP-NOS,Agriculture,Fish Retailer,AGR/Q5104,3,,,,2,,2,1,"8th Class, Preferably",70,170,240,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
146,QP-NOS,Agriculture,Mushroom Grower,AGR/Q7803,4,,,,6,,6,1,"8th Class, Preferably",75,125,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
147,QP-NOS,Agriculture,Neera Technician,AGR/Q0505,3,,,,7,,7,1,"5th Class Pass ,Preferably",65,135,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
148,QP-NOS,Agriculture,Fishing Gear Technician,AGR/Q5105,4,,,,3,,3,1,"5th Class ,Preferably",60,140,200,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
149,QP-NOS,Agriculture,Non Timber Forest Produce Collector ,AGR/Q6102,3,,,,4,,4,1,"5th Class, Preferably Primary Education",60,140,200,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
150,QP-NOS,Agriculture,Organic Grower,AGR/Q1201,4,,,,9,,9,1,"5th Class Pass ,Preferably",80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,"19th Meeting, 22nd Meeting",WB2017-18,National Occupational Standards,,,,,,
151,QP-NOS,Agriculture,Ornamental fish technician,AGR/Q4910,4,,,,4,,4,1,"10th Class ,Preferably",100,100,200,,,,,,Yes,Yes,,,,,,,,,Yes,,,21st Meeting,,National Occupational Standards,,,,,,
152,QP-NOS,Agriculture,Operator-Reaper Thresher and Crop Residue Machinery,AGR/Q1105,4,,,,5,,5,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,Yes,,,17th Meeting,,National Occupational Standards,,,,,,
153,QP-NOS,Agriculture,Packhouse Worker,AGR/Q7503,3,,,,9,,9,1,"5th Class Pass ,Preferably",91,129,220,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
154,QP-NOS,Agriculture,Paddy Farmer,AGR/Q0101,4,,,,8,,8,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,AGR102,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
155,QP-NOS,Agriculture,Pearl culture technician,AGR/Q4913,4,,,,3,,3,1,"10th Class ,Preferably",66,174,240,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
156,QP-NOS,Agriculture,Pesticide & Fertilizer Applicator,AGR/Q1202,4,,,,3,,3,1,"8th Class, Preferably",90,110,200,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
157,QP-NOS,Agriculture,Poultry farm manager,AGR/Q4303,7,,,,6,,6,1,Graduate degree in Agriculture with specialization in Poultry,95,145,240,,,,,,Yes,,,,,,,,,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
158,QP-NOS,Agriculture,"Poultry feed, Food safety and Labelling Supervisor ",AGR/Q4305,5,,,,6,,6,1,12th Class,,,,,,,,,,,,,,,,,,,No,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
159,QP-NOS,Agriculture,Poultry shed Designer,AGR/Q4304,6,,,,7,,7,1,Bachelors degree in Architecture,,,,,,,,,,,,,,,,,,,No,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
160,QP-NOS,Agriculture,Pulses Cultivator,AGR/Q0104,4,,,,10,,10,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
161,QP-NOS,Agriculture,Quality Seed Grower,AGR/Q7101,4,,,,6,,6,1,"5th Class Pass ,Preferably",90,110,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
162,QP-NOS,Agriculture,Ripening Chamber Operator,AGR/Q7504,4,,,,3,,3,1,12th Class,70,130,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
163,QP-NOS,Agriculture,Roof Top Gardener,AGR/Q0802,4,,,,5,,5,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
164,QP-NOS,Agriculture,Seed Processing Worker,AGR/Q7102,3,,,,5,,5,1,No entry barrier,75,125,200,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
165,QP-NOS,Agriculture,Seed Analysis In-charge,AGR/Q7103,5,,,,6,,6,1,"12th Class, Preferably",90,120,210,,,,,,Yes,,,,,,,,,,No,,,19th Meeting,,National Occupational Standards,,,,,,
166,QP-NOS,Agriculture,Seed plant production supervisor,AGR/Q7105,5,,,,6,,6,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,19th Meeting,,National Occupational Standards,,,,,,
167,QP-NOS,Agriculture,Seed processing plant technician,AGR/Q7104,4,,,,5,,5,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,Yes,,,19th Meeting,,National Occupational Standards,,,,,,
168,QP-NOS,Agriculture,Sericulturist,AGR/Q5201,4,,,,5,,5,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
169,QP-NOS,Agriculture,Fishing Equipment Technician (Electronics),AGR/Q5106,4,,,,3,,3,1,"5th Class ,Preferably",68,172,240,,,,,,Yes,,,,,,,,,,No,,,21st Meeting,,National Occupational Standards,,,,,,
170,QP-NOS,Agriculture,Service and Maintenance Technician-Farm Machinery,AGR/Q1106,4,,,,5,,5,1,"10th Class ,Preferably",,,,,,,,,,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,AGR104,Yes,,,17th Meeting,,National Occupational Standards,,,,,,
171,QP-NOS,Agriculture,Hatchery Operator,AGR/Q4402,3,,,,4,,4,1,"8th Class, Preferably",80,120,200,,,,,,Yes,Yes,,,,,,Yes,,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
172,QP-NOS,Agriculture,Shrimp farmer,AGR/Q4902,4,,,,10,,10,1,No formal education,,,,,,,,,,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
173,QP-NOS,Agriculture,Small poultry farmer ,AGR/Q4306,4,,,,9,,9,1,"10th Class ,Preferably",100,140,240,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,"19th Meeting, 22nd Meeting",WB2017-18,National Occupational Standards,,,,,,
174,QP-NOS,Agriculture,Solanaceous crop cultivator,AGR/Q0402,4,,,,10,,10,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,Addl Ready,,Yes,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
175,QP-NOS,Agriculture,Solar Pump technician ,AGR/Q6701,4,,,,6,,6,1," 8th Class Passed. Preferable ITI (Electrical, Mechanical)",75,125,200,,,,,,Yes,Yes,,,*May be added from 1-Apr-2018; 9th SC,,Addl Ready,,Yes,,No,,,7th Meeting,,National Occupational Standards,,,,,,
176,QP-NOS,Agriculture,Soyabean Cultivator,AGR/Q0201,4,,,,10,,10,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,,,,,,Cat 1 (Phase 1),,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
177,QP-NOS,Agriculture,Sugarcane Cultivator,AGR/Q0203,4,,,,10,,10,1,"5th Class Pass ,Preferably",70,130,200,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
178,QP-NOS,Agriculture,Supply Chain Field Assistant,AGR/Q7501,4,,,,6,,6,1,12th Class Pass preferable,75,125,200,,,,,,Yes,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
179,QP-NOS,Agriculture,Tea plantation worker,AGR/Q0502,2,,,,8,,8,1,"5th Class Pass ,Preferably",80,120,200,,,,,,Yes,Yes,,,,,Addl Ready,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
180,QP-NOS,Agriculture,Tractor operator,AGR/Q1101,4,,,,3,,3,1,"10th Class ,Preferably",88,112,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,AGR101,Yes,,,7th Meeting,WB2017-18,Trans National Standard - Under Public View,,,,,,
181,QP-NOS,Agriculture,Tuber crop cultivator,AGR/Q0403,4,,,,10,,10,1,"10th Standard pass, preferably",70,130,200,,,,,,Yes,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
182,QP-NOS,Agriculture,Vermicompost producer,AGR/Q1203,4,,,,5,,5,1,"10th Standard pass, preferably",90,110,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,Addl Ready,,,,Yes,,,20th Meeting,,National Occupational Standards,,,,,,
183,QP-NOS,Agriculture,Veterinary Clinical Assistant ,AGR/Q4802,5,,,,14,,14,1,"8th Standard pass, preferably",787.5,1455.5,2243,,,,,,Yes,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
184,QP-NOS,Agriculture,Veterinary Field Assistant ,AGR/Q4801,5,,,,15,,15,1,Graduate,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
185,QP-NOS,Agriculture,Service Technician - Watershed,AGR/Q6602,4,,,,4,,4,1,Graduate,100,106,206,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,Name changed - Service Technician- Watershed as per 22nd NSQC,
186,QP-NOS,Agriculture,Warehouse Worker,AGR/Q7502,3,,,,7,,7,1,10th Class,75,125,200,,,,,,Yes,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
187,QP-NOS,Agriculture,Watershed Assistant,AGR/Q6607,3,,,,2,,2,1,Preferably 5th Standard ,55,145,200,,,,,,Yes,,,,,,,,,,Yes,,,submitted,,Occupational Standards,,,,,,
188,QP-NOS,Agriculture,Watershed Consultant,AGR/Q6603,8,,,,5,,2,1,"Post Graduate in the discipline related to Natural Resource Management, especially in Rural Development/ Sociology/ Social Work/ Agriculture/ Agriculture Engineering/ Civil Engineering/ Agri-Business Management, preferably",,,,,,,,,,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
189,QP-NOS,Agriculture,Watershed Engineer,AGR/Q6606,6,,,,5,,5,1,12th Standard Pass,,,,,,,,,,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,AGR/Q4606 changed to AGR/Q6606 as per QP on 28/5/18,
190,QP-NOS,Agriculture,Watershed Manager,AGR/Q6604,7,,,,4,,4,1,Diploma,,,,,,,,,,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
191,QP-NOS,Agriculture,Watershed Supervisor,AGR/Q6605,5,,,,4,,4,1,8th Standard passed,,,,,,,,,,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
192,QP-NOS,Agriculture,Wheat Cultivator,AGR/Q0102,4,,,,10,,10,1,ITI,70,130,200,,,,,,Yes,,,,,,,,,AGR102,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
193,QP-NOS,Agriculture,Assistant Interior Landscaper ,AGR/Q0803,3,,,,4,,4,1,8th Standard passed,,,,,,,,,,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,Name changed to Assistant Interior Landscaper,
194,QP-NOS,Agriculture,Assistant gardener ,AGR/Q0804,3,,,,4,,4,1,Preferably class 8th,55,145,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
195,QP-NOS,Agriculture,Assistant groundskeeper,AGR/Q0805,3,,,,3,,3,1,Preferably Class 8,65,135,200,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
196,QP-NOS,Agriculture,Interior Landscaper ,AGR/Q0806,4,,,,4,,4,1,"10th Class + ITI / Diploma (Electrical, Electronics, Civil, Mechanical, Fitter, Instrumentation, Welder, Mason)",,,,,,,,,,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
197,QP-NOS,Agriculture,Irrigation Service  Technician ,AGR/Q1104,4,,,,3,,3,1,"10th Class + ITI / Diploma (Electrical, Electronics)",,,,,,,,,,Yes,,,,,,,,,Yes,,,17th Meeting,,National Occupational Standards,,,,,,
198,QP-NOS,Agriculture,Nursery worker ,AGR/Q0807,3,,,,3,,3,1,10th Class,65,135,200,,,,,,Yes,,,,*May be added from 1-Apr-2018; 9th SC,,,,Yes,,Yes,,,"19th Meeting, 22nd Meeting",,National Occupational Standards,,,,,,
199,QP-NOS,Agriculture,Hydroponics Technician ,AGR/Q0808,4,,,,5,,5,1,12th Class in Science Or Level 3 Phlebotomy with experience of minimum three years in the laboratory setup,55,165,220,,,,,,Yes,,,,,,,,,,Yes,,,22nd Meeting,,National Occupational Standards,,,,,,
200,QP-NOS,Agriculture,Vineyard grower,AGR/Q0304,4,,,,7,,7,1,Preferably class VIII,70,130,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
201,QP-NOS,Agriculture,Vineyard worker ,AGR/Q0305,3,,,,5,,5,1,5th Pass,70,130,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
202,QP-NOS,Agriculture,Jute and Mesta Cultivator,AGR/Q0204,4,,,,5,,5,1,5th Standard,80,120,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
203,QP-NOS,Agriculture,Lac Cultivator,AGR/Q6105,4,,,,7,,7,1,8th Standard pass,70,130,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
204,QP-NOS,Agriculture,Goat Farmer,AGR/Q4501,4,,,,5,,5,1,5th class pass preferably,75,125,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
205,QP-NOS,Agriculture,Timber Grower,AGR/Q6104,4,,,,7,,7,1,8th Standard pass,60,140,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,,
206,QP-NOS,Agriculture,Essential Oil Extractor,AGR/Q0902,3,,,,4,,4,1,5th Class,42,158,200,,,,,,Yes,,,,,,,,,,Yes,,,23rd Meeting,,National Occupational Standards,,,,,AGR/Q0903 changed to AGR/Q0902 on 28/5/18 as per QP,
207,QP-NOS,Agriculture,Soil Sampler/Collector,AGR/Q8104,3,,,,4,,4,1,Class V,40,75,115,15,70,115,,,Yes,,,,,,,,,,Yes,,,,,Occupational Standards,,,,,,
208,QP-NOS,Agriculture,Soil & Water Testing Lab Assistant,AGR/Q8102,4,,,,4,,4,1,10+2,60,140,200,,,,,,Yes,,,,,,,,,,Yes,,,17th Meeting,,National Occupational Standards,,,,,,
209,QP-NOS,Agriculture,Soil & Water Testing Lab Analyst,AGR/Q8103,5,,,,5,,5,1,Preferably B.Sc Agriculture,70,170,240,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,17th Meeting,,National Occupational Standards,,,,,,
